time, id1, id2, amount, message
2016-11-02 09:49:29, 52371, 8571, 14.29, Tickets are the worst 
2016-11-02 09:49:29, 3862, 38531, 27.61, Shawarma 
2016-11-02 09:49:29, 58082, 11811, 24.66, 66% of the mimosa madness 
2016-11-02 09:49:29, 57580, 3075, 17.38, 🍲 
2016-11-02 09:49:29, 75766, 58594, 36.21, Larv 
2016-11-02 09:49:29, 62837, 10770, 5.96, Sugar Mama 
2016-11-02 09:49:29, 4499, 15904, 10.83, Putting a roof over your head 
2016-11-02 09:49:29, 69675, 1866, 28.15, Austin things 🏞 
2016-11-02 09:49:29, 15770, 3264, 27.27, Tiki barge 
2016-11-02 09:49:29, 34427, 20409, 6.17, Everything on that list today 
2016-11-02 09:49:29, 14645, 1603, 26.52, 👳🏾 
2016-11-02 09:49:29, 44528, 5245, 22.72, 🍊 
2016-11-02 09:49:29, 60529, 13673, 50.01, Dinner 
2016-11-02 09:49:29, 39836, 72947, 33.35, 💦🔌🔥 
2016-11-02 09:49:29, 61052, 2909, 8.78, Kevin 🎉 
2016-11-02 09:49:29, 27207, 2810, 31.84, Couch 
2016-11-02 09:49:29, 2572, 11778, 28.28, Walmart 
2016-11-02 09:49:29, 4979, 812, 23.15, 🍩 
2016-11-02 09:49:29, 69921, 21442, 37.58, Police food 
2016-11-02 09:49:29, 64647, 10502, 9.17, They want my nectar 
2016-11-02 09:49:29, 68227, 24344, 20.16, Gassss. Love you bb! 
2016-11-02 09:49:29, 58933, 45367, 21.09, Tickets 
2016-11-02 09:49:29, 16139, 30282, 19.50, don't ask 
2016-11-02 09:49:29, 25809, 48622, 11.29, Rebate 
2016-11-02 09:49:29, 19107, 48434, 14.58, Kings game 
2016-11-02 09:49:29, 7661, 22962, 19.02, 🍳 🍆💸👅🍜🍨🎂🍲🍞🍩🍱🍘🍱🍥🍫🍦🚃🚃🚃🚃🚃🚃🚃 
2016-11-02 09:49:29, 4049, 14659, 28.79, 📽📽📽 
2016-11-02 09:49:29, 47598, 2460, 12.27, 👌 
2016-11-02 09:49:29, 40231, 55310, 15.87, 💻 
2016-11-02 09:49:29, 50788, 34237, 22.12, 💦 
2016-11-02 09:49:29, 2088, 394, 23.14, Burritos 
2016-11-02 09:49:29, 22077, 8900, 14.70, Old navy 
2016-11-02 09:49:29, 31127, 23373, 7.82, 🎤me & @lolo-Fang 
2016-11-02 09:49:29, 27743, 67364, 27.29, 🍻🍻 
2016-11-02 09:49:29, 65088, 18815, 11.21, We've already played this game 
2016-11-02 09:49:29, 44473, 52448, 34.01, 🚆⛵️🌴🏄🏼🏖 
2016-11-02 09:49:29, 18145, 11782, 23.85, tap dat 
2016-11-02 09:49:29, 42323, 4838, 23.38, Boats n boats 
2016-11-02 09:49:29, 5302, 23605, 30.38, lituation 💃🏽 
2016-11-02 09:49:29, 76887, 71323, 18.64, Art gallery turn up 
2016-11-02 09:49:29, 25845, 1532, 29.74, St. Regis 
2016-11-02 09:49:29, 31350, 27166, 7.02, Shady Side- it's $15 for your other buddies too so just let them know! 
2016-11-02 09:49:29, 41005, 7469, 20.25, Beans beers 🍻 
2016-11-02 09:49:29, 8117, 18511, 1.80, Blues 
2016-11-02 09:49:29, 9077, 1371, 30.14, Cafe 472 
2016-11-02 09:49:29, 65345, 10181, 4.34, Dicks 
2016-11-02 09:49:29, 76402, 26501, 33.06, Poker 
2016-11-02 09:49:29, 58585, 12455, 41.10, 😳😳😂 
2016-11-02 09:49:29, 24563, 1357, 19.09, 🎉🚌 
2016-11-02 09:49:29, 33099, 50527, 18.54, RAJPUT! 
2016-11-02 09:49:29, 35268, 68485, 19.22, Dinner-Pizza 
2016-11-02 09:49:29, 13800, 7753, 16.47, 🍷🍻🍺🍾🍸 
2016-11-02 09:49:29, 75119, 7945, 6.58, Mahal 
2016-11-02 09:49:29, 29388, 70162, 13.85, Kegerator 
2016-11-02 09:49:29, 11338, 42195, 27.44, ⛵ 
2016-11-02 09:49:29, 46466, 27093, 16.42, Trader joes and target 
2016-11-02 09:49:29, 69812, 38490, 26.57, RDA association fee 
2016-11-02 09:49:29, 67865, 54949, 29.13, for Chicago lodgings 
2016-11-02 09:49:29, 42046, 15234, 13.54, Bond. James Bond 
2016-11-02 09:49:29, 4960, 9885, 4.82, Anything other than crappy wraps 
2016-11-02 09:49:29, 37092, 9338, 36.79, Coffee 
2016-11-02 09:49:29, 25715, 19550, 14.46, Rent 
2016-11-02 09:49:29, 26144, 7266, 25.58, Waaaangs 
2016-11-02 09:49:29, 7830, 4798, 15.03, 🍟 
2016-11-02 09:49:29, 15769, 52903, 18.69, Meh 
2016-11-02 09:49:29, 30929, 49652, 14.72, Why does this keep happening?🍔🍟 
2016-11-02 09:49:29, 22212, 1022, 24.80, Skyyyyfaaaaaspectre. 
2016-11-02 09:49:29, 70560, 3784, 26.84, Draaaaaaank 
2016-11-02 09:49:29, 54470, 9678, 2.39, 🍷 
2016-11-02 09:49:29, 63740, 17539, 13.62, JJ's 
2016-11-02 09:49:29, 17524, 7122, 23.08, Youdon 
2016-11-02 09:49:29, 50711, 7812, 15.46, Game of life 
2016-11-02 09:49:29, 17853, 18813, 14.63, 🅿 
2016-11-02 09:49:29, 42144, 39195, 34.24, 💻💸 September 
2016-11-02 09:49:29, 44205, 42342, 8.08, Woo 
2016-11-02 09:49:29, 39188, 23973, 10.55, Thai 
2016-11-02 09:49:29, 51357, 48339, 13.81, 🍑🍆 
2016-11-02 09:49:29, 49167, 76112, 42.83, Good 
2016-11-02 09:49:29, 60235, 18442, 33.31, Ball is life 🏀 
2016-11-02 09:49:29, 61520, 6500, 22.39, Aloozzz🎎🎎 
2016-11-02 09:49:29, 76898, 33591, 24.49, Target gift card 
2016-11-02 09:49:29, 4649, 377, 29.08, Things n stuff 
2016-11-02 09:49:29, 29819, 51729, 28.66, 🚓🆗 
2016-11-02 09:49:29, 701, 4884, 14.94, Bartaco 
2016-11-02 09:49:29, 26410, 34225, 16.15, 👬 
2016-11-02 09:49:29, 77039, 74721, 34.18, Here 
2016-11-02 09:49:29, 49314, 10157, 21.60, Bagelbbbb 
2016-11-02 09:49:29, 24557, 27348, 26.22, 💫 
2016-11-02 09:49:29, 60698, 13819, 27.02, Hotpot🍲 
2016-11-02 09:49:29, 69080, 26540, 24.73, Big Z 
2016-11-02 09:49:29, 8445, 1584, 23.33, Conference 
2016-11-02 09:49:29, 44266, 14569, 36.47, Ineeby jeebies 
2016-11-02 09:49:29, 60376, 13579, 17.22, Betaaaa 
2016-11-02 09:49:29, 47887, 6089, 24.27, 🔥 
2016-11-02 09:49:29, 27166, 220, 24.32, 🍜🍜🍜 
2016-11-02 09:49:29, 20016, 35831, 28.80, Red cups 
2016-11-02 09:49:29, 41305, 29221, 10.28, Uber pool 
2016-11-02 09:49:29, 11888, 5179, 16.48, 🐐 
2016-11-02 09:49:29, 28226, 70827, 43.58, 👍🏿👍🏿 
2016-11-02 09:49:29, 35873, 3061, 20.77, 🖕🏿 
2016-11-02 09:49:29, 41210, 29355, 20.29, That Uber tho... 
2016-11-02 09:49:29, 13844, 70182, 18.21, Groceries 
2016-11-02 09:49:29, 2301, 66288, 28.95, 👍🏼 
2016-11-02 09:49:29, 52739, 48542, 15.95, 🍔🍺🍷 
2016-11-02 09:49:29, 35469, 19687, 30.22, 🍻 
2016-11-02 09:49:29, 24390, 64396, 18.40, Minor League Tix 
2016-11-02 09:49:29, 9391, 60673, 14.90, Change 
2016-11-02 09:49:29, 40046, 12212, 22.02, Philz 🙃 
2016-11-02 09:49:29, 53669, 34161, 20.48, 🐢 
2016-11-02 09:49:29, 47492, 5914, 14.03, A spot 
2016-11-02 09:49:29, 19096, 19100, 9.92, 🌮 
2016-11-02 09:49:29, 61495, 29528, 10.77, Chauffeur 
2016-11-02 09:49:29, 39831, 4314, 8.26, uHaul 
2016-11-02 09:49:29, 64761, 64768, 16.33, 🍕🍕🍕 
2016-11-02 09:49:29, 64545, 11816, 14.89, I have no idea why you venmoed me $40 so I'm paying you back 
2016-11-02 09:49:29, 5198, 44280, 31.48, 🍕🍕🍕 
2016-11-02 09:49:29, 77247, 75895, 34.51, 😉 
2016-11-02 09:49:29, 62198, 9957, 25.42, Ff winnings 
2016-11-02 09:49:29, 40530, 4633, 11.39, Rachel 💦🔌🔥 
2016-11-02 09:49:29, 8975, 14205, 25.85, You know 
2016-11-02 09:49:29, 44128, 31073, 33.78, 🎥 
2016-11-02 09:49:29, 21380, 10396, 28.92, Flex 
2016-11-02 09:49:29, 4564, 3336, 28.06, Pokemon Go and Chill? 
2016-11-02 09:49:29, 55533, 8891, 22.41, Deli 
2016-11-02 09:49:29, 3223, 9780, 22.90, Hanging w me more 
2016-11-02 09:49:29, 7998, 16186, 12.73, 🍕 
2016-11-02 09:49:29, 62309, 15402, 37.34, 🍻🍻🏈🏈 
2016-11-02 09:49:29, 19213, 22847, 4.76, The Internetz 💻 & gass 🔥 [(77.77 + 6.45)/4 = $21.01] 
2016-11-02 09:49:29, 74993, 15555, 31.24, 💀 
2016-11-02 09:49:29, 47316, 16233, 39.88, Brunch and friendship 
2016-11-02 09:49:29, 66683, 21312, 9.83, Ugh 
2016-11-02 09:49:29, 50311, 7653, 7.64, All the thugs 
2016-11-02 09:49:29, 32182, 2507, 11.31, 🙈 
2016-11-02 09:49:29, 47288, 12962, 43.04, B Bar drank 
2016-11-02 09:49:29, 13804, 3292, 41.69, Margaritas🍹! 
2016-11-02 09:49:29, 54360, 4695, 14.67, Brunch boat 
2016-11-02 09:49:29, 32951, 50292, 13.38, We them boys 
2016-11-02 09:49:29, 39505, 47367, 10.66, Watermark😎 
2016-11-02 09:49:29, 48990, 3108, 15.23, Mmmmmmmm 
2016-11-02 09:49:29, 12527, 58944, 17.00, 20 
2016-11-02 09:49:29, 71091, 32369, 17.61, 🍔🍳 
2016-11-02 09:49:29, 47801, 16545, 21.82, 🅿️arking 
2016-11-02 09:49:29, 63145, 63198, 17.03, LBK 
2016-11-02 09:49:29, 42935, 73614, 17.34, Yeh 
2016-11-02 09:49:29, 4738, 3327, 6.19, Cable/internet bill 
2016-11-02 09:49:29, 6179, 74031, 21.60, 🍺 
2016-11-02 09:49:29, 58149, 34027, 13.83, u know ;) 
2016-11-02 09:49:29, 76846, 32097, 17.81, 🍝🍲🍜 
2016-11-02 09:49:29, 34734, 15762, 11.13, Portugal 💰💰💰 
2016-11-02 09:49:29, 45427, 16378, 19.06, 🛫🛬🐳 
2016-11-02 09:49:29, 50642, 2942, 31.26, 🍺🍺🍺🍺🍻🍻❤️❤️❤️😘💪👍 
2016-11-02 09:49:29, 32840, 15867, 14.93, 🎫 
2016-11-02 09:49:29, 45515, 5457, 40.87, Birthday drinks for Ikue 
2016-11-02 09:49:29, 34763, 27110, 7.24, Parking! Plus a dollar for beach girl. 
2016-11-02 09:49:29, 62974, 16108, 3.84, 🍸 
2016-11-02 09:49:29, 2407, 15239, 22.89, Titos 🍋 
2016-11-02 09:49:29, 14610, 21863, 23.02, Tolls dawg 
2016-11-02 09:49:29, 15255, 76627, 31.04, 🍕🍕🍕 
2016-11-02 09:49:29, 32499, 75423, 10.94, Boats n hoes 
2016-11-02 09:49:29, 47432, 12622, 28.83, Sweet lovin 💕 
2016-11-02 09:49:29, 10726, 23552, 20.59, Life man woah 
2016-11-02 09:49:29, 29110, 68482, 18.61, Fleece 
2016-11-02 09:49:29, 70736, 4756, 36.95, 🍷🚗 
2016-11-02 09:49:29, 77330, 76948, 28.62, Crabcakes and football 
2016-11-02 09:49:29, 75286, 5245, 33.60, Food 
2016-11-02 09:49:29, 44372, 60332, 17.12, CtP 
2016-11-02 09:49:29, 21456, 2976, 4.28, 🤗 
2016-11-02 09:49:29, 13255, 552, 15.36, 🍕 🍕 🍕 
2016-11-02 09:49:29, 2636, 2410, 28.65, More 🎅🏿🎅🏿🎅🏿🎅🏿 
2016-11-02 09:49:29, 10707, 7844, 4.67, 🖐 
2016-11-02 09:49:29, 6007, 1830, 37.69, Congrats on your engagement! 
2016-11-02 09:49:29, 32807, 6486, 9.53, Cash only problems 
2016-11-02 09:49:29, 60556, 26384, 22.97, Rach 📺💸 
2016-11-02 09:49:29, 49338, 6866, 34.37, Food 
2016-11-02 09:49:29, 77107, 45758, 33.16, 🍾🍾🍾 
2016-11-02 09:49:29, 16958, 65308, 20.54, 🚗 
2016-11-02 09:49:29, 73287, 14651, 21.50, ✔️ 
2016-11-02 09:49:29, 68481, 25069, 33.98, Embarrassing high school stories 
2016-11-02 09:49:29, 20604, 19752, 23.44, LIRRRRRRRRRRRRRR 
2016-11-02 09:49:29, 68896, 76708, 19.32, 🐠 
2016-11-02 09:49:29, 36141, 10065, 14.43, 🏌 
2016-11-02 09:49:29, 40261, 75299, 25.17, Amazon movie 
2016-11-02 09:49:29, 44944, 18900, 35.13, ☀️ 
2016-11-02 09:49:29, 15429, 602, 18.81, Kale salad with beans 
2016-11-02 09:49:29, 51379, 8164, 10.09, 5-1 
2016-11-02 09:49:29, 19331, 629, 18.72, 🍸🍹 
2016-11-02 09:49:29, 16957, 60613, 21.23, old man cane 
2016-11-02 09:49:29, 12966, 59648, 21.77, Nachooooooo 
2016-11-02 09:49:29, 67585, 76655, 14.69, 🍕🍕🍕🍕🍕mmmm 
2016-11-02 09:49:29, 60092, 59613, 14.35, ⚾️ 
2016-11-02 09:49:29, 54024, 21246, 12.44, Chinaman 
2016-11-02 09:49:29, 6428, 24340, 2.73, Kale salad 
2016-11-02 09:49:29, 1639, 69799, 5.78, 🍉 
2016-11-02 09:49:29, 74994, 51989, 21.80, Jitney 
2016-11-02 09:49:29, 62716, 58688, 32.22, A Padres sweep 
2016-11-02 09:49:29, 16184, 12701, 24.44, 🚗🙅🏼 
2016-11-02 09:49:29, 4967, 25422, 12.79, 🅿 
2016-11-02 09:49:29, 8032, 5000, 17.05, Wd40 
2016-11-02 09:49:29, 16868, 63615, 15.98, Deep Vs 
2016-11-02 09:49:29, 38635, 1325, 22.99, ⛳ 
2016-11-02 09:49:29, 51286, 8080, 6.68, Das goods 
2016-11-02 09:49:29, 69584, 1826, 14.09, Trader Jawns  goodies 
2016-11-02 09:49:29, 1333, 882, 4.74, 🍖🌮🍰👍🏻 
2016-11-02 09:49:29, 1080, 2170, 3.57, Satan 
2016-11-02 09:49:29, 65025, 18762, 13.89, Golf 🙄 
2016-11-02 09:49:29, 16867, 381, 23.97, Keep the change 💰💰💰 
2016-11-02 09:49:29, 71442, 6900, 22.25, Jug 
2016-11-02 09:49:29, 4862, 13890, 14.77, PG&E 
2016-11-02 09:49:29, 6113, 24408, 25.44, We smell beautiful rn 
2016-11-02 09:49:29, 2947, 8830, 35.45, 🍩🍙🍜🍨🍮🍫🍙🍛🍮🌯🍸🍥🍵🍷🍰🍛🌯🌮🌯🍲 
2016-11-02 09:49:29, 14941, 50646, 36.65, if we don't get out of this diner emotions will fly 
2016-11-02 09:49:29, 27490, 4858, 25.97, Ily 
2016-11-02 09:49:29, 12961, 77360, 10.22, 🏌 
2016-11-02 09:49:29, 44107, 63471, 25.88, I'm on a boat! 
2016-11-02 09:49:29, 44685, 18668, 23.81, 🍖 🍺 
2016-11-02 09:49:29, 67680, 51402, 27.69, 🎉 
2016-11-02 09:49:29, 1176, 1277, 20.31, Zoses tix 
2016-11-02 09:49:29, 16974, 20384, 29.01, food 
2016-11-02 09:49:29, 65789, 19550, 17.83, 💸 
2016-11-02 09:49:29, 64598, 76330, 12.32, q 
2016-11-02 09:49:29, 74303, 17730, 29.96, Lv 
2016-11-02 09:49:29, 35266, 3264, 30.48, Dinner stuff 
2016-11-02 09:49:29, 31649, 2675, 21.47, Spit 💦 
2016-11-02 09:49:29, 55957, 5224, 57.19, Uber everywhere 
2016-11-02 09:49:29, 56349, 10665, 15.75, 🍴🍻 
2016-11-02 09:49:29, 4847, 7122, 14.63, ❤️💛💚💙💜 
2016-11-02 09:49:29, 3746, 323, 23.40, Wiz 🏀 
2016-11-02 09:49:29, 39229, 26943, 1.50, ayyy 🍻 
2016-11-02 09:49:29, 138, 31423, 18.73, Burrito 
2016-11-02 09:49:29, 57296, 73902, 35.90, Howard Kim 
2016-11-02 09:49:29, 68251, 7338, 21.58, 🚙🚕🚗 
2016-11-02 09:49:29, 44819, 35915, 29.64, Dame más gasolina ⛽ 
2016-11-02 09:49:29, 75683, 12414, 23.52, 🎄🎄🎄🎄🎄 
2016-11-02 09:49:29, 66207, 20452, 16.90, Bed 
2016-11-02 09:49:29, 46285, 5367, 24.96, 🍴 
2016-11-02 09:49:29, 17793, 461, 29.30, Rent 
2016-11-02 09:49:29, 21857, 8621, 34.94, 🌟⭐️🌟🐳 
2016-11-02 09:49:29, 20262, 6289, 29.83, 71 uni + 20 sushi rice 
2016-11-02 09:49:29, 12179, 12067, 24.86, 🍻🍻🍻 
2016-11-02 09:49:29, 40969, 9121, 17.47, 🍉🍍🍉🍍 
2016-11-02 09:49:29, 24878, 6767, 10.46, Beverages 
2016-11-02 09:49:29, 57288, 9709, 22.75, Beam 
2016-11-02 09:49:29, 27463, 1790, 26.19, 🇲🇽🇲🇽🇲🇽 
2016-11-02 09:49:29, 1552, 8604, 4.14, Uber 
2016-11-02 09:49:29, 73143, 4671, 26.66, Prizza 
2016-11-02 09:49:29, 70623, 7902, 21.04, SHAKAH 🍴🏄🏼 
2016-11-02 09:49:29, 27817, 1622, 11.64, 😎 
2016-11-02 09:49:29, 35428, 3001, 6.21, ⛽️ 
2016-11-02 09:49:29, 8626, 31318, 11.80, Cruise 
2016-11-02 09:49:29, 69221, 26768, 22.64, Neon nitesss 
2016-11-02 09:49:30, 10083, 13754, 23.66, 😛 
2016-11-02 09:49:30, 11396, 2507, 23.59, Shindig 🎉 
2016-11-02 09:49:30, 76264, 15516, 2.62, 👌🏼 
2016-11-02 09:49:30, 35838, 12592, 18.93, Za 
2016-11-02 09:49:30, 16352, 10737, 23.72, 💦 
2016-11-02 09:49:30, 17125, 2606, 24.44, ⛵ partial payment 
2016-11-02 09:49:30, 59926, 13230, 16.79, Sweet afton 
2016-11-02 09:49:30, 30779, 6456, 28.07, Michael Anthony 
2016-11-02 09:49:30, 35554, 3924, 9.36, Dinner 
2016-11-02 09:49:30, 71771, 7741, 18.03, Things 
2016-11-02 09:49:30, 56260, 47750, 19.97, 🍻 and because u are awesome 😄 
2016-11-02 09:49:30, 67955, 12996, 23.77, 🚕 
2016-11-02 09:49:30, 54944, 26195, 15.57, 🍪🍼 & 🚖 
2016-11-02 09:49:30, 26300, 5279, 31.07, Paul turns 21 and Azzy can't chug 
2016-11-02 09:49:30, 46791, 10082, 24.80, Box logo. 
2016-11-02 09:49:30, 59230, 45455, 10.18, 🍜 
2016-11-02 09:49:30, 10538, 2258, 30.18, presale 
2016-11-02 09:49:30, 55710, 75443, 11.43, Never forget the vodka cup 
2016-11-02 09:49:30, 30303, 73974, 14.44, 🌮 
2016-11-02 09:49:30, 11750, 143, 12.10, 🍶 
2016-11-02 09:49:30, 32852, 2601, 24.31, 🚙 insurance 
2016-11-02 09:49:30, 73288, 41229, 13.31, 📺💸 
2016-11-02 09:49:30, 14864, 50541, 14.46, 🍔 
2016-11-02 09:49:30, 1297, 394, 9.87, La fit 
2016-11-02 09:49:30, 49790, 4787, 17.24, PGA Championship 
2016-11-02 09:49:30, 3093, 76321, 27.38, Lalala 
2016-11-02 09:49:30, 37034, 70818, 24.01, 😼 
2016-11-02 09:49:30, 73107, 40616, 30.64, 7 more l8r 
2016-11-02 09:49:30, 39016, 42283, 25.22, Oober 
2016-11-02 09:49:30, 75447, 76503, 10.48, Kozakh necklace 
2016-11-02 09:49:30, 31475, 2481, 16.26, for MII Gifts 
2016-11-02 09:49:30, 57821, 28597, 19.94, Fresh corn grill 
2016-11-02 09:49:30, 57219, 16040, 28.97, Chips 
2016-11-02 09:49:30, 70804, 31433, 26.40, 🚗 
2016-11-02 09:49:30, 49950, 34537, 27.40, 🍾🙋🏽💃🏽 
2016-11-02 09:49:30, 42043, 2669, 31.02, Glmc food 
2016-11-02 09:49:30, 61583, 9179, 17.01, Help 
2016-11-02 09:49:30, 19685, 58224, 15.17, Herpes medicine 
2016-11-02 09:49:30, 45582, 7576, 35.59, 🌮s 
2016-11-02 09:49:30, 67077, 21937, 29.00, Anchor splash money 
2016-11-02 09:49:30, 34285, 2831, 16.08, I hate my phone and my life 
2016-11-02 09:49:30, 62955, 5398, 36.88, Phish 
2016-11-02 09:49:30, 75486, 53668, 27.76, San Diego 
2016-11-02 09:49:30, 1779, 22932, 6.85, 😬😬🏡for nov.🏡 
2016-11-02 09:49:30, 45626, 28601, 39.78, 🍞more carbs 
2016-11-02 09:49:30, 18226, 18049, 10.38, Beer khed 
2016-11-02 09:49:30, 62639, 301, 18.81, Churros 
2016-11-02 09:49:30, 13747, 12251, 30.20, Bowling 
2016-11-02 09:49:30, 27574, 41435, 14.15, For bills on splitwise.com 
2016-11-02 09:49:30, 33428, 11550, 8.87, Breakfast 
2016-11-02 09:49:30, 58171, 6792, 13.13, • 
2016-11-02 09:49:30, 67783, 49692, 14.71, 👍🏼 
2016-11-02 09:49:30, 32435, 2905, 29.84, 🔙 
